customer_id,customer_name,email,location,age_group
908,Katherine Lane,daniel61@example.org,Senegal,45-54
909,Thomas Watson,taylorrachael@example.org,Anguilla,55-64
910,Brianna Phillips,estradavictoria@example.net,China,18-24
911,Christopher Bush,lhanson@example.com,Korea,55-64
912,Taylor Edwards,alexandra46@example.net,North Macedonia,65+
913,Dalton Simon,timothyjones@example.org,Wallis and Futuna,18-24
914,Travis Howell,pattersoncarolyn@example.com,Colombia,25-34
915,Brian Rivera,brownheather@example.org,Iran,55-64
916,Brian Welch,ryankenneth@example.com,Indonesia,65+
917,William Velazquez,kathleen53@example.org,Guadeloupe,25-34
918,Todd Daugherty,shannonhoward@example.com,Azerbaijan,65+
919,Stephanie Stevenson,jacquelineknight@example.net,Paraguay,65+
920,Keith Nguyen,samantha71@example.net,Luxembourg,25-34
921,Joseph Ferguson,james41@example.org,Ecuador,35-44
922,Tammy Love,dawn16@example.com,Isle of Man,18-24
923,Blake Alvarado,martintonya@example.org,Guadeloupe,35-44
924,Steven Blankenship,chelseamartin@example.net,Spain,65+
925,Lisa Sanford,jessica76@example.net,Aruba,35-44
926,Nathaniel Miller,rodriguezandrew@example.org,Papua New Guinea,55-64
927,Jerome Potter,gonzalezbarbara@example.org,New Caledonia,45-54
928,Jennifer Williams,jonessheena@example.com,Slovakia (Slovak Republic),18-24
929,Timothy Garcia,ginapalmer@example.net,Panama,35-44
930,Vincent Harris,ohall@example.net,Isle of Man,55-64
931,Drew Williams,tina85@example.net,Wallis and Futuna,25-34
932,Jessica Frank,mauriceolson@example.net,South Africa,65+
933,Nichole Hernandez,cody00@example.com,Christmas Island,35-44
934,Mrs. Elizabeth Hines,terryjared@example.com,Wallis and Futuna,65+
935,Larry Hansen,swilliams@example.net,Taiwan,25-34
936,William Campbell,patrickhowell@example.net,Eritrea,65+
937,Elizabeth Rubio,millerangel@example.com,Papua New Guinea,0-17
938,Michael Walker,madelinewebb@example.net,Costa Rica,65+
939,Briana Lopez,brian33@example.net,Jersey,18-24
940,April Madden,karahiggins@example.org,Isle of Man,65+
941,Peter Pearson,williamhouse@example.org,Honduras,0-17
942,Robert Ortiz,escobarsamantha@example.net,Turks and Caicos Islands,65+
943,Clayton Smith,janetjennings@example.net,Kenya,35-44
944,Chad Roberts,cassandracarter@example.com,United Kingdom,18-24
945,Robyn Davis,zherrera@example.net,Angola,45-54
946,Alicia Howe,michael28@example.net,Estonia,45-54
947,Tyler Rodriguez,benjaminarmstrong@example.net,Iraq,55-64
948,Tom Gibbs,jessica41@example.com,Mexico,25-34
949,Anthony Donovan,kelly89@example.com,Fiji,35-44
950,Robert Leblanc DDS,richard94@example.com,Micronesia,18-24
951,Kelly Mueller,lauren36@example.net,Vanuatu,65+
952,Michael Butler,stevemelendez@example.net,Botswana,0-17
953,William Cruz,lharris@example.net,Vietnam,0-17
954,Jeffrey Johnson,barnesanthony@example.org,Tokelau,25-34
955,Anne Holloway,stephen06@example.net,Tonga,35-44
956,Paige Keith PhD,cwillis@example.net,Mauritania,0-17
957,Brent Hanna,ashley50@example.com,Kenya,0-17
958,Alexandria Davies,zhudson@example.org,Gambia,0-17
959,Catherine Thompson,apriloliver@example.net,Mozambique,0-17
960,Craig Patrick,griffinjohn@example.com,Chad,0-17
961,Autumn Marquez,lauren68@example.net,Comoros,0-17
962,Mr. Zachary Wilson,wilsonshawn@example.com,Syrian Arab Republic,35-44
963,Richard Gonzalez,aduran@example.org,Swaziland,25-34
964,Lisa Brown,joseph08@example.com,Turkmenistan,55-64
965,Brandon Hoffman,chenjeffrey@example.net,Chad,45-54
966,Russell Montgomery,charlestrujillo@example.net,Libyan Arab Jamahiriya,0-17
967,Ashley Gomez,riveradale@example.com,Pakistan,25-34
968,Jessica Gilbert,washingtoncourtney@example.net,French Polynesia,65+
969,Ann Mcgee,lynnhansen@example.org,Uzbekistan,25-34
970,Donald Conley,christy51@example.com,Argentina,0-17
971,Jane Barr,jonesmichael@example.com,Poland,25-34
972,Gary Scott,ambermiller@example.org,Algeria,0-17
973,Bryan Kemp,gwheeler@example.com,Faroe Islands,18-24
974,Bradley Young,ycunningham@example.org,Jamaica,65+
975,Katie Fisher,pamelachandler@example.com,Ghana,0-17
976,Erin Guerrero,perezbobby@example.net,Austria,0-17
977,Keith Clarke,reynoldsdaniel@example.com,British Indian Ocean Territory (Chagos Archipelago),25-34
978,Michael Deleon,angelale@example.com,Czech Republic,0-17
979,Michael Foster,joanna75@example.com,Saudi Arabia,55-64
980,Erica Sanchez,fsmith@example.net,Djibouti,35-44
981,James Allison,vdiaz@example.com,Kazakhstan,0-17
982,Christopher Murray,daltondennis@example.com,Nepal,65+
983,Kevin Medina,wilsonbrian@example.com,Niue,35-44
984,Caitlin Moran,jenningsallison@example.org,Kazakhstan,18-24
985,Elizabeth West,ksmith@example.net,Brunei Darussalam,45-54
986,Robert Peterson,patricia64@example.net,Andorra,18-24
987,Cindy Taylor,polson@example.net,Bhutan,65+
988,Anthony Wilkins,tanyakelley@example.org,Fiji,25-34
989,Adrian Scott,tsmith@example.org,Oman,18-24
990,Tracy Morales,paulstevens@example.org,Gibraltar,45-54
991,Robert Hansen,robertho@example.com,South Africa,55-64
992,James Rivas,pdelgado@example.org,Tuvalu,35-44
993,David West,hmoore@example.com,Cook Islands,65+
994,Crystal Levine,madams@example.net,Cote d'Ivoire,0-17
995,Julie Sanchez,jasonmartinez@example.net,Niue,55-64
996,Patricia Scott,vlyons@example.org,Haiti,0-17
997,Charles Reed,charris@example.org,Saint Kitts and Nevis,18-24
998,John Gentry,dunntimothy@example.net,Yemen,25-34
999,John Dunn,peterperry@example.org,Lao People's Democratic Republic,65+
1000,Justin Perez,jwilcox@example.net,Tonga,45-54
